sentence,aspect,polarity
PR a jail maternity and healthcare day an and Nagar Gora kh pair have surgeons with a lot of years of experience and they do the surgery with extreme care and attention to detail,"['gora', 'surgeons', 'surgery', 'nagar', 'maternity']","['Neutral', 'Positive', 'Positive', 'Neutral', 'Neutral']"
The Sar van g hospital is to hat a Gora kh pair gives you good postoperative care and they are always there to help you and tell you how to recover in the best way possible,"['postoperative', 'hospital', 'gora', 'recover', 'sar']","['Positive', 'Neutral', 'Neutral', 'Positive', 'Positive']"
this hospital has doctors that are internationally rent owed yet they do not charge a bomb for the rooms and the service,"['hospital', 'rent', 'doctors', 'rooms', 'service']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive']"
this hospital does a lot of charity work although it is a private hospital and have a rural health center where they treat many patients from under Praia vele GED backgrounds,"['hospital', 'charity', 'praia', 'patients', 'ged']","['Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral']"
The Sar van g hospital is to hat a Gora kWh our offers adult and newborn intensive care units operation theatres and their services are just the best as are their staff and doctors,"['gora', 'hospital', 'sar', 'services', 'operation']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"a run hospital Krishna para m Madurai has a pharmacy in the hospital , which charges much less for medicines compared to if you buy medicines from outside","['madurai', 'pharmacy', 'medicines', 'krishna', 'hospital']","['Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral']"
"I underwent a very complicated surgery at sac hit hospital bill and put Gora oh poor , but I am very thankful to the team of doctors because they worked really hard to ensure that our surgery will be done efficiently","['gora', 'surgery', 'hospital', 'thankful', 'underwent']","['Negative', 'Negative', 'Negative', 'Negative', 'Negative']"
this hospital is very clean and they give really healthy food that the patient needs which is great,"['hospital', 'healthy', 'patient', 'food', 'clean']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
their service includes ambulance services blood bank services and a pharmacy,"['ambulance', 'services', 'pharmacy', 'service', 'bank']","['Positive', 'Positive', 'Neutral', 'Positive', 'Positive']"
s has hank hospital Rajendra Nagar Gora kh pair has a staff that is simply too good and they take care of you like no other,"['hospital', 'nagar', 'gora', 'staff', 'hank']","['Positive', 'Neutral', 'Positive', 'Positive', 'Positive']"
I stayed at Ratna clinic can rag hat Gora kh bar for a night and everything was well taken care of for me,"['clinic', 'gora', 'bar', 'stayed', 'ratna']","['Positive', 'Positive', 'Neutral', 'Positive', 'Positive']"
Dr agar was eye hospital arap palayam Madurai gives the patients good and healthy food on time and everything from a pharmacy to an ATM is available within the hospital,"['madurai', 'arap', 'palayam', 'agar', 'patients']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']"
they also have the best doctors who can make use of the technology,"['doctors', 'technology', 'best', 'use', 'make']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
everyone from the doctors to the staff are very concerned and are invested in every patient,"['doctors', 'patient', 'concerned', 'staff', 'invested']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
the infrastructure at Sarkar hospital floor ahi a Gora kh pair is simply a comparable by any other hospital and the charges for the room is also not that high,"['hospital', 'gora', 'floor', 'room', 'infrastructure']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive']"
the doctors at this hospital have amazing credentials and the rating of the hospital is also really good,"['hospital', 'doctors', 'rating', 'credentials', 'good']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
I am glad that I admitted my father here,"['admitted', 'father', 'glad']","['Positive', 'Neutral', 'Positive']"
they helped me get to the toilet and do my exercises that I was recommended and they were invested in me getting alright like I was a part of their family,"['family', 'toilet', 'helped', 'exercises', 'invested']","['Positive', 'Neutral', 'Positive', 'Neutral', 'Positive']"
the doctors at is a an VI health care center phase Gora kh pair has a lot of expertise in their field and the fees that they charge for surgery is also not that much,"['gora', 'surgery', 'fees', 'doctors', 'expertise']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
jai see hospitals s colony Madurai has a huge staff of about around consultants and specialized nurses so you will definitely get all the care that you need,"['nurses', 'consultants', 'hospitals', 'madurai', 'staff']","['Positive', 'Positive', 'Neutral', 'Neutral', 'Positive']"
this hospital offers advanced treatment by following international medical standards and procedures,"['hospital', 'treatment', 'medical', 'international', 'procedures']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"guardian hospital , she no y Nagar , Madurai provides a cashless service option if the health insurance providers that you have choose and are on their list and they did take really good care of my daughter who was suffering from dengue","['hospital', 'dengue', 'nagar', 'madurai', 'cashless']","['Positive', 'Neutral', 'Neutral', 'Positive', 'Neutral']"
Karen a I hospital Nari me do Madurai hires really talented doctors with over years of experience so you know that you are in safe hands,"['madurai', 'doctors', 'hospital', 'nari', 'hires']","['Positive', 'Positive', 'Neutral', 'Neutral', 'Positive']"
the doctors at om sai medical center can rag hat Gora oh poor are simply too good and do the surgery with great skill and patience and the success rate at om sai medical center can rag hat Gora kh bar is really high,"['gora', 'surgery', 'medical', 'doctors', 'success']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
all the doctors in BM hospital Maha boo palayam Madurai have good years of experience so you can definitely trust them without fear,"['madurai', 'palayam', 'doctors', 'hospital', 'maha']","['Positive', 'Neutral', 'Positive', 'Neutral', 'Positive']"
it is a good place to take treatment from,"['treatment', 'place', 'good']","['Neutral', 'Positive', 'Positive']"
"this hospital provides for hour security and that is really good because I had to stay in the hospital for a night and since I am living alone in the city I had no one who could stay with me and for better recovery I needed to sleep , but they assured me that they have good security which consists of a team of females as well and I do not need to worry","['hospital', 'security', 'assured', 'hour', 'night']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hops it all has a huge number of beds so it should be able to a common date you in case of emergency just like they were able to accommodate my daughter,"['beds', 'date', 'emergency', 'hops', 'common']","['Positive', 'Neutral', 'Positive', 'Positive', 'Neutral']"
they also have the best doctors who can make use of the technology,"['doctors', 'technology', 'best', 'use', 'make']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"medical care , sanitation is too good we are satisfied immediate response friendly approach nursing care also good","['sanitation', 'nursing', 'medical', 'care', 'approach']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"the operations team at this hospital is great and they did my surgery so well , I feel fine now and they also gave me amazing tips to take care of my health given my condition","['hospital', 'surgery', 'operations', 'tips', 'care']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hops it all has a huge number of beds so it should be able to a common date you in case of emergency just like they were able to accommodate my daughter,"['beds', 'date', 'emergency', 'hops', 'common']","['Positive', 'Neutral', 'Positive', 'Positive', 'Neutral']"
they also have the best doctors who can make use of the technology,"['doctors', 'technology', 'best', 'use', 'make']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"the staff at this hospital are really friendly and amazing and they did my dad ' s surgery really well , so I was glad that I did the surgery with them","['hospital', 'surgery', 'staff', 'friendly', 'glad']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
royal clinic and maternity center tar Amanda l gore kh bar is fully equipped with the best technology and the atmosphere at royal clinic and maternity center tar Amanda l gore kh part is really good,"['maternity', 'clinic', 'amanda', 'bar', 'royal']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hospital gives you excellent diagnosis and the doctors have good medical expertise as well,"['hospital', 'diagnosis', 'medical', 'doctors', 'expertise']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
guru me the run hospital mad a kk alarm Madurai gives you good postoperative care and they are always there to help you and tell you how to recover in the best way possible,"['postoperative', 'hospital', 'madurai', 'recover', 'guru']","['Positive', 'Neutral', 'Neutral', 'Positive', 'Neutral']"
this hospital is a nab h accredited hops it all and it has a very peaceful and calm environment that is filled with skilled and well trained doctors,"['hospital', 'accredited', 'doctors', 'peaceful', 'environment']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
very happy with their se vice,"['vice', 'se', 'happy']","['Positive', 'Positive', 'Positive']"
this hospital has a very well trained team who takes care of all your needs and does a great job at supporting your preoperative and postoperative surgery needs,"['hospital', 'preoperative', 'postoperative', 'surgery', 'care']","['Positive', 'Neutral', 'Neutral', 'Neutral', 'Positive']"
Jaya Laxmi heart care seem okay l Madurai has doctors who do the surgery using latest technologies and ensure that you will not have any pain,"['madurai', 'jaya', 'surgery', 'laxmi', 'heart']","['Neutral', 'Neutral', 'Positive', 'Neutral', 'Neutral']"
this hospital is really amazing,"['hospital', 'amazing', 'really']","['Positive', 'Positive', 'Positive']"
mall hospital Miya n bass a Gora kh pair has a critical care unit nephrology unit a cardiology unit diabetic care and comprehensive child care unit and much more so it is a good place to visit,"['hospital', 'gora', 'mall', 'visit', 'nephrology']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hospital has modern theatre rooms that cater to the needs of a wide variety of patients who suffer from different problems,"['hospital', 'rooms', 'theatre', 'patients', 'problems']","['Positive', 'Positive', 'Positive', 'Positive', 'Neutral']"
"the operations team at this hospital is great and they did my surgery so well , I feel fine now and they also gave me amazing tips to take care of my health given my condition","['hospital', 'surgery', 'operations', 'tips', 'care']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hospital has tailor made packages for surgery to suit every economic class needs so you need not worry about the cost of treatment,"['hospital', 'surgery', 'cost', 'treatment', 'economic']","['Positive', 'Neutral', 'Positive', 'Neutral', 'Positive']"
Dr agar was eye hospital arap palayam Madurai is a pioneer of innovation and they use the newest and innovative technologies to give their patients the best results,"['agar', 'arap', 'madurai', 'patients', 'palayam']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
we were really happy with the treatment,"['treatment', 'happy', 'really']","['Positive', 'Positive', 'Positive']"
it is a great place to stay at,"['place', 'stay', 'great']","['Positive', 'Positive', 'Positive']"
they helped me get to the toilet and do my exercises that I was recommended and they were invested in me getting alright like I was a part of their family,"['family', 'toilet', 'helped', 'exercises', 'invested']","['Positive', 'Neutral', 'Positive', 'Neutral', 'Positive']"
royal clinic and maternity center tar Amanda l gore kh pair has a staff that is simply too good and they take care of you like no other,"['maternity', 'clinic', 'staff', 'amanda', 'royal']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"Managua lee hospital ray gun j Gora oh power uses international standards as their benchmark for medical , nursing and operating protocols and they are the best at their job","['gora', 'hospital', 'standards', 'nursing', 'benchmark']","['Positive', 'Neutral', 'Neutral', 'Positive', 'Neutral']"
all the doctors at this hospital have good years of experience so you can definitely trust them without fear,"['hospital', 'trust', 'doctors', 'experience', 'definitely']","['Neutral', 'Positive', 'Positive', 'Positive', 'Positive']"
this hospital is really reputed and all the medical facilities are available within one roof so I like this place quite a lot,"['hospital', 'facilities', 'roof', 'medical', 'place']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
Harley is ram hospital Madurai main Madurai has a huge number of beds so it should be able to a common date you in case of emergency just like they were able to accommodate my daughter,"['madurai', 'harley', 'beds', 'hospital', 'date']","['Positive', 'Neutral', 'Positive', 'Neutral', 'Neutral']"
the room service was also amazing,"['room', 'service', 'amazing']","['Positive', 'Positive', 'Positive']"
"Medicare health center , char gawa Gora oh power is really amazing","['medicare', 'gora', 'gawa', 'health', 'power']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive']"
"this hospital ensures that there is a nurse to patient ratio , which is amazing and ensures that you get personal attention","['hospital', 'nurse', 'patient', 'ratio', 'attention']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hops it all is a pioneer of innovation and they use the newest and innovative technologies to give their patients the best results,"['patients', 'innovation', 'innovative', 'technologies', 'results']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
sh Yama heart care center charges even gore kh pair has the best departments and they keep res e arcing on the best ways to do the treatment so it is a great place to work at,"['departments', 'heart', 'treatment', 'care', 'charges']","['Positive', 'Positive', 'Neutral', 'Neutral', 'Neutral']"
this hospital has all the emergency equipment that is needed in the ICU and they analyze the reports really well and give a proper diagnosis,"['hospital', 'icu', 'diagnosis', 'emergency', 'reports']","['Positive', 'Neutral', 'Positive', 'Positive', 'Positive']"
this hospital offers treatment at very low cost and they do the surgery in a very good way,"['hospital', 'surgery', 'treatment', 'cost', 'low']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"the doctors at Nehru hospital gore , oh poor are simply too good and do the surgery with great skill and patience and the success rate of Nehru hospital gore kh bar is really high","['surgery', 'hospital', 'nehru', 'doctors', 'poor']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
we do not have to run around for anything,['run'],['Positive']
a II ms hospital Madurai provides super specialty services so no matter what you are suffering since they have got you covered,"['madurai', 'hospital', 'ms', 'specialty', 'services']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
Jeb is hospital pet Hani Apu ram Madurai has doctors that are internationally rent owed yet they do not charge a bomb for the rooms and the service,"['madurai', 'hospital', 'jeb', 'rooms', 'rent']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']"
"sh Yama heart care center charges even gore , oh pure is really reputed and all the medical facilities are available within one roof so I like this place quite a lot","['facilities', 'medical', 'charges', 'heart', 'pure']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hops it all provides quality care because they have staff that is very passionate and professional and care for their patients,"['patients', 'staff', 'care', 'quality', 'provides']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hospital offers adult and newborn intensive care units operation theatres and their services are just the best as are their staff and doctors,"['hospital', 'theatres', 'services', 'newborn', 'operation']","['Positive', 'Neutral', 'Positive', 'Neutral', 'Neutral']"
this hospital has world class facilities and the payment process is also very smooth here because they have partnered with many insurance companies to ensure a smooth process for you,"['hospital', 'insurance', 'payment', 'facilities', 'process']","['Positive', 'Neutral', 'Positive', 'Positive', 'Positive']"
it is the best hospital to go to,"['hospital', 'best']","['Positive', 'Positive']"
I stayed at this hospital for a night and everything was well taken care of for me,"['hospital', 'stayed', 'care', 'night', 'taken']","['Positive', 'Positive', 'Positive', 'Neutral', 'Positive']"
this hospital gives you good postoperative care and they are always there to help you and tell you how to recover in the best way possible,"['postoperative', 'hospital', 'recover', 'care', 'help']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"the staff at keeps fit hospital , she no y Nagar , Madurai are really friendly and amazing and they did my dad ' s surgery really well , so I was glad that I did the surgery with them","['hospital', 'madurai', 'nagar', 'surgery', 'staff']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
the doctors at this hospital are very professional and they have expertise in their field so there is no need to worry at all,"['hospital', 'doctors', 'worry', 'professional', 'expertise']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
Shri Krishna dental clinic Azad Nagar Gora kh bar has modern theatre rooms that cater to the needs of a wide variety of patients who suffer from different problems,"['dental', 'nagar', 'theatre', 'clinic', 'gora']","['Positive', 'Neutral', 'Positive', 'Neutral', 'Neutral']"
"saver a heart , eye center is to hat a Gora kh pair has good online services for patients and their family members and that makes it easy and convenient for the family and the patient to do the procedures related to the treatment or surgery","['gora', 'patients', 'surgery', 'eye', 'services']","['Positive', 'Positive', 'Positive', 'Neutral', 'Positive']"
Narayan hospital trauma and multi specialty center phase Gora kh bar is known for its emergency medical services and they also have a cardiac and trauma ambulance,"['gora', 'hospital', 'ambulance', 'narayan', 'trauma']","['Positive', 'Neutral', 'Neutral', 'Neutral', 'Neutral']"
the intensive care unit at this hospital has a state of the art intensive care unit for adults and kids and my child was well taken care off and she is fully fine now,"['hospital', 'intensive', 'child', 'unit', 'care']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
arc fertility hospitals Siva Ganga I Madurai is fully supported with the best technology amenities and facilities so you do not have to worry at all,"['madurai', 'fertility', 'hospitals', 'facilities', 'siva']","['Neutral', 'Neutral', 'Neutral', 'Positive', 'Neutral']"
Medi spring hospital and research center Rustam pour Gora kh bar has the best of doctors who are well educated and smart so I like the treatment at this place,"['gora', 'hospital', 'treatment', 'medi', 'doctors']","['Neutral', 'Neutral', 'Positive', 'Neutral', 'Positive']"
mar UTI clinic hair and skin care ilahi Bagh Gora kh bar is a pioneer of innovation and they use the newest and innovative technologies to give their patients the best results,"['clinic', 'gora', 'ilahi', 'hair', 'patients']","['Neutral', 'Positive', 'Neutral', 'Neutral', 'Neutral']"
"they are not money minded and are very kind , unlike doctors in other places","['doctors', 'minded', 'money', 'places', 'kind']","['Positive', 'Positive', 'Negative', 'Neutral', 'Positive']"
this hospital provides a cashless service option if the health insurance providers that you have choose and are on their list and they did take really good care of my daughter who was suffering from dengue,"['hospital', 'dengue', 'cashless', 'insurance', 'providers']","['Positive', 'Neutral', 'Neutral', 'Positive', 'Positive']"
presidency hospital civil lines Gora oh pure are really reputed and all the medical facilities are available within one roof so I like this place quite a lot,"['hospital', 'gora', 'facilities', 'medical', 'roof']","['Neutral', 'Positive', 'Positive', 'Positive', 'Positive']"
this hospital has all the services that are needed for a good surgery and they have an hours ambulance and pharmacy service which is great,"['hospital', 'ambulance', 'surgery', 'services', 'pharmacy']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
the doctors at Jaya Laxmi heart care seem okay l Madurai is simply too good and do the surgery with great skill and patience and the success rate of Jaya Laxmi heart care seem okay l Madurai is really high,"['madurai', 'jaya', 'doctors', 'heart', 'laxmi']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
the doctors in a run hospital Meenakshi para m Madurai are very qualified and can perform different kind of surgeries so that is great,"['surgeries', 'madurai', 'meenakshi', 'doctors', 'hospital']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
the doctors in Purva n call the metro city hospital hone Singh chow k Gora oh poor are very qualified and can perform different kind of surgeries so that is great,"['surgeries', 'gora', 'hospital', 'doctors', 'purva']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"A and eye hospital corp age Nagar , Madurai offers advanced treatment by following international medical standards and procedures","['madurai', 'nagar', 'hospital', 'treatment', 'medical']","['Neutral', 'Neutral', 'Positive', 'Positive', 'Positive']"
we do not have to run around for anything,['run'],['Positive']
this hospital has tailor made packages for surgery to suit every economic class needs so you need not worry about the cost of treatment,"['hospital', 'surgery', 'cost', 'treatment', 'economic']","['Positive', 'Neutral', 'Positive', 'Neutral', 'Positive']"
this hospital gives you good postoperative care and they are always there to help you and tell you how to recover in the best way possible,"['postoperative', 'hospital', 'recover', 'care', 'help']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
the doctors at the Prag YA hospital be to hat a Gora kh pair has amazing credentials and the rating of the hospital is also really good,"['gora', 'hospital', 'doctors', 'prag', 'credentials']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
it is great to get your treatment done for him,"['treatment', 'great']","['Positive', 'Positive']"
it is the best hospital to go to,"['hospital', 'best']","['Positive', 'Positive']"
the coordination of the staff at anus ha medical city Ra ka Ra Madurai is really good and they inform each other about what medicines they have to give the patient and take really good care of the patient,"['madurai', 'medicines', 'medical', 'ra', 'patient']","['Positive', 'Neutral', 'Neutral', 'Positive', 'Positive']"
Veda punch a karma hospital base art pour Gora kh pair is one of the best hops it als because the doctors who work here have an experience of at least a decade,"['gora', 'hops', 'hospital', 'veda', 'doctors']","['Neutral', 'Positive', 'Neutral', 'Neutral', 'Positive']"
Gras a ant hospital Madurai main Madurai has a doctor who engages you in a conversation and tries to take your mind off the pain and he has trained the staff to do so as well,"['madurai', 'doctor', 'hospital', 'ant', 'pain']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']"
Jain hospital and lab per year Madurai is one I of the most well known hospitals and they have really acclaimed doctors,"['hospitals', 'madurai', 'hospital', 'jain', 'doctors']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Positive']"
Prakash hospital ram Nagar Gora kWh our offers treatment at very low cost and they do the surgery in a very good way,"['gora', 'surgery', 'hospital', 'treatment', 'nagar']","['Neutral', 'Positive', 'Neutral', 'Positive', 'Neutral']"
man j yet I child care bar gad WA Gora kh pair has a hour emergency and critical care that is supported by a fully equipped pathology lab emergency and critical care radiology and pharmacy,"['gora', 'radiology', 'emergency', 'pharmacy', 'gad']","['Neutral', 'Positive', 'Positive', 'Positive', 'Neutral']"
Nav j Ivan hospital Ashok Nagar Gora kh pair has a critical care unit nephrology unit a cardiology unit diabetic care and comprehensive child care unit and much more so it is a good place to visit,"['hospital', 'gora', 'nagar', 'nephrology', 'visit']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
it is a good place to take treatment from,"['treatment', 'place', 'good']","['Neutral', 'Positive', 'Positive']"
very happy with their se vice,"['vice', 'se', 'happy']","['Positive', 'Positive', 'Positive']"
they helped me get to the toilet and do my exercises that I was recommended and they were invested in me getting alright like I was a part of their family,"['family', 'toilet', 'helped', 'exercises', 'invested']","['Positive', 'Neutral', 'Positive', 'Neutral', 'Positive']"
BM hospital Maha boo palayam Madurai has amazing staff who will check on you at regular intervals and ensure that you are well taken care of,"['madurai', 'hospital', 'palayam', 'maha', 'bm']","['Positive', 'Neutral', 'Neutral', 'Positive', 'Positive']"
we went to this hospital after consulting a doctor from another hospital and this doctor gave us a safe and accurate diagnosis and told us not to go for surgery,"['surgery', 'hospital', 'diagnosis', 'doctor', 'told']","['Negative', 'Neutral', 'Positive', 'Neutral', 'Positive']"
it is a good place to take treatment from,"['treatment', 'place', 'good']","['Neutral', 'Positive', 'Positive']"
"the infrastructure at this hospital is great and the a men it , I use and facilities are also amazing","['hospital', 'facilities', 'infrastructure', 'men', 'great']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"they are not money minded and are very kind , unlike doctors in other places","['doctors', 'minded', 'money', 'places', 'kind']","['Positive', 'Positive', 'Negative', 'Neutral', 'Positive']"
nay an six hospital ban aura Gora kh pair has experienced staff and state of the art technology and modern amenities,"['gora', 'hospital', 'staff', 'amenities', 'technology']","['Positive', 'Neutral', 'Positive', 'Positive', 'Positive']"
guru hospital p and I cave IL Madurai offers treatment at affordable prices and the medical care of this place is really excellent,"['madurai', 'hospital', 'treatment', 'affordable', 'medical']","['Positive', 'Neutral', 'Neutral', 'Positive', 'Positive']"
Neel a by hospital trauma center Ganga to la Gora oh pure is a nab h accredited hops it all and it has a very peaceful and calm environment that is filled with skilled and well trained doctors,"['gora', 'hospital', 'neel', 'ganga', 'trauma']","['Positive', 'Neutral', 'Positive', 'Neutral', 'Neutral']"
The base hospital bell rang Apu ram Madurai has cutting edge equipment and a staff that highly trained and professional and know what they are doing,"['madurai', 'equipment', 'hospital', 'apu', 'staff']","['Positive', 'Positive', 'Neutral', 'Positive', 'Positive']"
this hospital provides a cashless service option if the health insurance providers that you have choose and are on their list and they did take really good care of my daughter who was suffering from dengue,"['hospital', 'dengue', 'cashless', 'insurance', 'providers']","['Positive', 'Neutral', 'Neutral', 'Positive', 'Positive']"
mall hospital Miya n bass a Gora kh pair has doctors who do the surgery using latest technologies and ensure that you will not have any pain,"['gora', 'surgery', 'hospital', 'doctors', 'miya']","['Neutral', 'Positive', 'Neutral', 'Positive', 'Neutral']"
"this hospital provides for hour security and that is really good because I had to stay in the hospital for a night and since I am living alone in the city I had no one who could stay with me and for better recovery I needed to sleep , but they assured me that they have good security which consists of a team of females as well and I do not need to worry","['hospital', 'security', 'assured', 'hour', 'night']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
pulse hospital kale puree Gora kh pair has doctors who are committed to taking care of the health real ted problems of the patients and they go way beyond their means to give you better services,"['patients', 'hospital', 'doctors', 'gora', 'health']","['Positive', 'Neutral', 'Positive', 'Positive', 'Neutral']"
this hospital has all the services that are needed for a good surgery and they have an hours ambulance and pharmacy service which is great,"['hospital', 'ambulance', 'surgery', 'services', 'pharmacy']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
Sanjay fracture clinic surgical center transport Nagar Gora kh pair has rooms that are eq IP bed with all the amenities to keep the patients comfortable and the doctors do a great job,"['nagar', 'gora', 'clinic', 'fracture', 'rooms']","['Neutral', 'Positive', 'Neutral', 'Neutral', 'Positive']"
we were really happy with the treatment,"['treatment', 'happy', 'really']","['Positive', 'Positive', 'Positive']"
"the operations team at this hospital is great and they did my surgery so well , I feel fine now and they also gave me amazing tips to take care of my health given my condition","['hospital', 'surgery', 'operations', 'tips', 'care']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hops it all is a pioneer of innovation and they use the newest and innovative technologies to give their patients the best results,"['patients', 'innovation', 'innovative', 'technologies', 'results']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
this hospital is very clean and they give really healthy food that the patient needs which is great,"['hospital', 'healthy', 'patient', 'food', 'clean']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
park hospital is to hat a Gora kh pair has highly qualified doctors and the operating theatres are really great and fully equipped,"['hospital', 'gora', 'doctors', 'theatres', 'park']","['Positive', 'Positive', 'Positive', 'Positive', 'Neutral']"
"Arthur as Irv at ham hospital ran an Nagar , Madurai is a multi spacial it y hospital and has doctors that have expertise in a wide range of health problems and will ensure that your health is restored","['madurai', 'nagar', 'hospital', 'arthur', 'health']","['Positive', 'Neutral', 'Positive', 'Positive', 'Positive']"
it is the best hospital to go to,"['hospital', 'best']","['Positive', 'Positive']"
anus ha medical city Ra ka Ra Madurai has a wide range of cabins and wards for the convenience of patients and they use the latest technology which is amazing,"['madurai', 'cabins', 'anus', 'patients', 'ra']","['Neutral', 'Positive', 'Neutral', 'Positive', 'Positive']"
the coordination of the staff at this hospital is really good and they inform each other about what medicines they have to give the patient and take really good care of the patient,"['hospital', 'medicines', 'patient', 'staff', 'coordination']","['Positive', 'Neutral', 'Positive', 'Positive', 'Positive']"
they coordinated with my health insurance company and got it done quickly,"['insurance', 'company', 'quickly', 'coordinated', 'health']","['Positive', 'Positive', 'Positive', 'Positive', 'Neutral']"
this hops its oil is known for its emergency medical services and they also have a cardiac and trauma ambulance,"['ambulance', 'emergency', 'medical', 'cardiac', 'oil']","['Positive', 'Positive', 'Positive', 'Neutral', 'Positive']"
"Apollo specialty hospitals okay Nagar , Madurai has a critical care unit nephrology unit a cardiology unit diabetic care and comprehensive child care unit and much more so it is a good place to visit","['hospitals', 'nagar', 'madurai', 'nephrology', 'specialty']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
Pur ti pri YA medical and research center Daud pour Gora kh pair has skilled medical doctors high end operation theatres that are filled with the latest equipment and the staff is also amazing,"['gora', 'medical', 'theatres', 'doctors', 'equipment']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
"everyone in a Ravi ND eye hospital , she no y Nagar , Madurai from the staff to the maid is great and they know how to treat their patients well","['madurai', 'nagar', 'hospital', 'patients', 'ravi']","['Neutral', 'Neutral', 'Neutral', 'Positive', 'Positive']"
this hospital provides a cashless service option if the health insurance providers that you have choose and are on their list and they did take really good care of my daughter who was suffering from dengue,"['hospital', 'dengue', 'cashless', 'insurance', 'providers']","['Positive', 'Neutral', 'Neutral', 'Positive', 'Positive']"
it is a great place to stay at,"['place', 'stay', 'great']","['Positive', 'Positive', 'Positive']"
I was very happy with the treatment that I got at this place,"['treatment', 'happy', 'place', 'got']","['Positive', 'Positive', 'Positive', 'Positive']"
I am very happy with their service,"['service', 'happy']","['Positive', 'Positive']"
this hospital is fully equipped with the best technology and the atmosphere at this hospital is really good,"['hospital', 'atmosphere', 'technology', 'best', 'fully']","['Positive', 'Positive', 'Positive', 'Positive', 'Positive']"
Shakuntal a hospital rapt in the agar Gora kh pair has advanced technology eq IP men and tools so any advanced surgery can be done really smoothly here,"['surgery', 'gora', 'hospital', 'advanced', 'technology']","['Positive', 'Positive', 'Neutral', 'Positive', 'Positive']"
"as Irv at the ham speciality hospital , she no y Nagar , Madurai has doctors that are internationally rent owed yet they do not charge a bomb for the rooms and the service","['madurai', 'hospital', 'nagar', 'rent', 'rooms']","['Neutral', 'Neutral', 'Neutral', 'Neutral', 'Neutral']"
